Comunidad;Provincia;Población;Latitud;Longitud;Altitud;Habitantes;Hombres;Mujeres
Catalunya;Girona;Castelló d'Empúries;42.25826;3.074442;19.59589;12111;6273;5838
Catalunya;Girona;Escala (L');42.12479;3.132396;19.85101;10140;5208;4932
Catalunya;Girona;Figueres;42.2675;2.96084;44.94663;43330;21689;21641
Catalunya;Girona;Girona;41.9818;2.8237;69.02268;96188;47161;49027
Catalunya;Girona;Lloret de Mar;41.69878;2.847584;14.34469;39363;20879;18484
Catalunya;Girona;Olot;42.18211;2.488189;445.0352;33524;16856;16668
Catalunya;Girona;Palafrugell;41.91719;3.163817;68.42641;22365;11301;11064
Catalunya;Girona;Palamós;41.84676;3.128636;14.00687;18161;8982;9179
Catalunya;Girona;Ripoll;42.20079;2.190623;696.5365;11057;5477;5580
Catalunya;Girona;Roses;42.26297;3.174805;6.046805;20197;10298;9899
Catalunya;Girona;Salt;41.97416;2.792586;87.70262;29985;16132;13853
Catalunya;Girona;Sant Feliu de Guíxols;41.78058;3.030733;9.581546;21977;10997;10980
Catalunya;Girona;Santa Coloma de Farners;41.86081;2.667772;140.2747;11739;6057;5682
Catalunya;Girona;Torroella de Montgrí;42.04318;3.126361;31.4563;11598;5880;5718
Catalunya;Lleida;Balaguer;41.7897;0.805238;227.2513;16779;8564;8215
Catalunya;Lleida;Lleida;41.61415;0.6257825;166.4499;135919;67790;68129
Catalunya;Lleida;Mollerussa;41.63004;0.8941285;255.1743;14319;7453;6866
Catalunya;Lleida;Seu d'Urgell (La);42.3567;1.459659;687.3732;13063;6452;6611
Catalunya;Lleida;Tàrrega;41.64686;1.139215;382.5588;16539;8335;8204
Catalunya;Tarragona;Alcanar;40.54484;0.4811905;76.73789;10570;5434;5136
Catalunya;Tarragona;Amposta;40.71231;0.579972;13.08101;21240;10821;10419
Catalunya;Tarragona;Calafell;41.20056;1.568441;49.04614;24265;12368;11897
Catalunya;Tarragona;Cambrils;41.06705;1.056419;8.722612;31720;15861;15859
Catalunya;Tarragona;Cunit;41.19884;1.636739;13.48558;12279;6268;6011
Catalunya;Tarragona;Deltebre;40.71944;0.7083474;3;11751;6003;5748
Catalunya;Tarragona;Mont-roig del Camp;41.08556;0.9616579;99.48418;11847;6185;5662
Catalunya;Tarragona;Reus;41.15482;1.108676;127.8296;107118;53182;53936
Catalunya;Tarragona;Salou;41.07677;1.144041;5.432057;26649;14429;12220
Catalunya;Tarragona;Sant Carles de la Ràpita;40.6202;0.5928925;12.03284;15511;7767;7744
Catalunya;Tarragona;Tarragona;41.11866;1.24533;26.26264;140323;69512;70811
Catalunya;Tarragona;Torredembarra;41.14452;1.3971;20.92576;15272;7641;7631
Catalunya;Tarragona;Tortosa;40.811;0.5209974;15.76711;35143;17905;17238
Catalunya;Tarragona;Valls;41.28728;1.251579;226.6943;25092;12672;12420
Catalunya;Tarragona;Vendrell (El);41.22042;1.534845;55.17534;35821;18039;17782
Catalunya;Tarragona;Vila-seca;41.11095;1.145001;46.76463;20866;10671;10195
Ceuta y Melilla;Ceuta;Ceuta;35.88829;-5.316195;13.47725;78674;40118;38556
Ceuta y Melilla;Melilla;Melilla;35.29234;-2.938794;10.3337;73460;37244;36216
Extremadura;Badajoz;Almendralejo;38.68982;-6.405679;336.7314;33588;16973;16615
Extremadura;Badajoz;Badajoz;38.8786;-6.970284;192.0375;148334;72085;76249
Extremadura;Badajoz;Don Benito;38.9543;-5.861752;286.0323;35791;17696;18095
Extremadura;Badajoz;Jerez de los Caballeros;38.31935;-6.771007;486.1686;10237;5278;4959
Extremadura;Badajoz;Mérida;38.91586;-6.345606;227.433;56395;27555;28840
Extremadura;Badajoz;Montijo;38.90995;-6.617333;203.0528;16236;8076;8160
Extremadura;Badajoz;Olivenza;38.68164;-7.101516;258.1104;11852;5933;5919
Extremadura;Badajoz;Villafranca de los Barros;38.5623;-6.337831;424.6475;13356;6619;6737
Extremadura;Badajoz;Villanueva de la Serena;38.97399;-5.800302;298.9061;25838;12666;13172
Extremadura;Badajoz;Zafra;38.4258;-6.416446;517.2546;16424;7949;8475
Extremadura;Cáceres;Cáceres;39.47618;-6.37076;434.6162;93131;44789;48342
Extremadura;Cáceres;Coria;39.98358;-6.539727;239.4233;12896;6376;6520
Extremadura;Cáceres;Miajadas;39.15122;-5.907261;299.2762;10338;5114;5224
Extremadura;Cáceres;Navalmoral de la Mata;39.88757;-5.560554;315.4144;17228;8471;8757
Extremadura;Cáceres;Plasencia;40.0305;-6.088251;366.9232;41148;20102;21046
Galicia;A Coruña;Ames;42.9;-8.633333;216.3797;26983;13079;13904
Galicia;A Coruña;Arteixo;43.30451;-8.511387;36.12324;29762;14906;14856
Galicia;A Coruña;Betanzos;43.28106;-8.211315;30.77564;13680;6530;7150
Galicia;A Coruña;Boiro;42.65;-8.9;39.57637;18883;9191;9692
Galicia;A Coruña;Cambre;43.29416;-8.34498;59.3171;23231;11426;11805
Galicia;A Coruña;Carballo;43.21217;-8.691041;108.2141;30990;15129;15861
Galicia;A Coruña;Coruña (A);43.37087;-8.395835;16.76067;246056;114498;131558
Galicia;A Coruña;Culleredo;43.31584;-8.384923;60.64721;28227;13759;14468
Galicia;A Coruña;Fene;43.47521;-8.165961;31.51714;14165;6830;7335
Galicia;A Coruña;Ferrol;43.48839;-8.222509;17.92745;74273;34876;39397
Galicia;A Coruña;Laracha (A);43.25232;-8.584469;165.5166;11171;5456;5715
Galicia;A Coruña;Narón;43.53705;-8.180766;54.86041;37712;18343;19369
Galicia;A Coruña;Noia;42.78525;-8.888309;14.17139;14970;7178;7792
Galicia;A Coruña;Oleiros;43.3335;-8.313619;121.4051;33443;16205;17238
Galicia;A Coruña;Ordes;43.07674;-8.407746;287.7448;12757;6264;6493
Galicia;A Coruña;Pontes de García Rodríguez (As;43.44582;-7.849446;346.5103;11431;5704;5727
Galicia;A Coruña;Rianxo;42.65199;-8.81842;12.18667;11769;5744;6025
Galicia;A Coruña;Ribeira;42.57627;-9.023945;9.570827;27518;13639;13879
Galicia;A Coruña;Sada;43.35093;-8.254611;8.367744;14487;7148;7339
Galicia;A Coruña;Santa Comba;43.0477;-8.814226;357.9261;10487;5059;5428
Galicia;A Coruña;Santiago de Compostela;42.88045;-8.546304;250.5518;95092;44320;50772
Galicia;A Coruña;Teo;42.80227;-8.586169;210.1551;17807;8710;9097
Galicia;Lugo;Lugo;43.01208;-7.555851;468.2347;96678;45165;51513
Galicia;Lugo;Monforte de Lemos;42.5185;-7.510688;299.166;19546;9380;10166
Galicia;Lugo;Sarria;42.77766;-7.414474;447.6552;13508;6605;6903
Galicia;Lugo;Vilalba;43.29541;-7.684412;452.9068;15437;7576;7861
Galicia;Lugo;Viveiro;43.66143;-7.594532;21.87932;16238;7995;8243
Galicia;Ourense;Barco de Valdeorras (O);42.41542;-6.98196;324.8651;14213;7029;7184
Galicia;Ourense;Carballiño (O);42.42981;-8.077559;401.1974;14114;6631;7483
Galicia;Ourense;Ourense;42.34001;-7.864641;144.5574;107742;49824;57918
Galicia;Ourense;Verín;41.94045;-7.439122;387.786;14391;7105;7286
Galicia;Ourense;Xinzo de Limia;42.06366;-7.724412;624.355;10161;5005;5156
Galicia;Pontevedra;Baiona;42.11809;-8.84958;21.20054;12091;6000;6091
Galicia;Pontevedra;Bueu;42.31977;-8.790135;44.66146;12331;6066;6265
Galicia;Pontevedra;Caldas de Reis;42.6055;-8.643308;27.27038;10036;4887;5149
Galicia;Pontevedra;Cambados;42.5138;-8.812893;14.76714;13708;6693;7015
Galicia;Pontevedra;Cangas;42.26471;-8.782845;10.73197;25748;12753;12995
Galicia;Pontevedra;Estrada (A);42.68958;-8.491302;302.9033;21880;10418;11462
Galicia;Pontevedra;Gondomar;42.11078;-8.761466;17.18025;13841;6816;7025
Galicia;Pontevedra;Grove (O);42.49366;-8.865339;14.24437;11250;5545;5705
Galicia;Pontevedra;Guarda (A);41.90252;-8.873672;41.92845;10425;5088;5337
Galicia;Pontevedra;Lalín;42.66137;-8.110957;557.2646;21254;10403;10851
Galicia;Pontevedra;Marín;42.39147;-8.699853;19.78863;25969;13000;12969
Galicia;Pontevedra;Moaña;42.28551;-8.749413;129.5525;19014;9340;9674
Galicia;Pontevedra;Mos;42.19545;-8.654388;212.5747;14650;7167;7483
Galicia;Pontevedra;Nigrán;42.1452;-8.807062;56.04147;18021;8875;9146
Galicia;Pontevedra;Poio;42.44446;-8.715083;195.026;16043;7903;8140
Galicia;Pontevedra;Ponteareas;42.17637;-8.502382;41.39864;23172;11325;11847
Galicia;Pontevedra;Pontevedra;42.43362;-8.648053;18.60786;81576;38662;42914
Galicia;Pontevedra;Porriño (O);42.16036;-8.619299;40.00508;17475;8585;8890
Galicia;Pontevedra;Redondela;42.28379;-8.607425;15.94175;30001;14684;15317
Galicia;Pontevedra;Sanxenxo;42.39948;-8.806928;7.093974;17315;8511;8804
Galicia;Pontevedra;Tomiño;41.98744;-8.745583;40.81437;13315;6686;6629
Galicia;Pontevedra;Tui;42.04621;-8.643768;43.46014;17262;8299;8963
Galicia;Pontevedra;Vigo;42.23136;-8.712447;104.1391;297332;141720;155612
Galicia;Pontevedra;Vilagarcía de Arousa;42.59387;-8.765963;11.04834;37576;18110;19466
Galicia;Pontevedra;Vilanova de Arousa;42.56221;-8.82772;5.737418;10719;5203;5516
Islas Baleares;Illes Balears;Alcúdia;39.85231;3.122027;15.67431;19071;9704;9367
Islas Baleares;Illes Balears;Andratx;39.5708;2.421365;60.20264;11685;5898;5787
Islas Baleares;Illes Balears;Calvià;39.56524;2.504216;114.0867;51774;26096;25678
Islas Baleares;Illes Balears;Capdepera;39.70133;3.435561;117.9911;11911;6059;5852
Islas Baleares;Illes Balears;Ciutadella de Menorca;40.00232;3.839262;26.66946;29160;14591;14569
Islas Baleares;Illes Balears;Eivissa;38.90886;1.432378;9.813921;48684;25131;23553
Islas Baleares;Illes Balears;Felanitx;39.46876;3.148028;116.2949;18270;9489;8781
Islas Baleares;Illes Balears;Inca;39.71875;2.915544;116.5367;29308;14965;14343
Islas Baleares;Illes Balears;Llucmajor;39.48591;2.89485;138.0817;36078;18343;17735
Islas Baleares;Illes Balears;Manacor;39.57434;3.20142;75.37592;40548;20494;20054
Islas Baleares;Illes Balears;Maó;39.88961;4.264211;39.57444;29125;14453;14672
Islas Baleares;Illes Balears;Marratxí;39.64213;2.752193;125.666;33348;16855;16493
Islas Baleares;Illes Balears;Palma;39.56951;2.649966;31.92724;401270;197436;203834
Islas Baleares;Illes Balears;Pobla (Sa);39.77052;3.016888;24.64385;12766;6578;6188
Islas Baleares;Illes Balears;Pollença;39.87775;3.017193;49.42315;17260;8720;8540
Islas Baleares;Illes Balears;Sant Antoni de Portmany;38.98012;1.306587;4.347667;21852;11489;10363
Islas Baleares;Illes Balears;Sant Josep de sa Talaia;38.92173;1.293443;201.3573;22171;11595;10576
Islas Baleares;Illes Balears;Santa Eulalia del Río;38.98257;1.530198;13.57007;31314;16093;15221
Islas Baleares;Illes Balears;Santa Margalida;39.70306;3.103551;80.91718;11537;5962;5575
Islas Baleares;Illes Balears;Santanyí;39.35489;3.127745;62.64299;12664;6457;6207
Islas Baleares;Illes Balears;Sóller;39.76583;2.714238;42.06099;13942;7049;6893
Islas Baleares;Illes Balears;Son Servera;39.62423;3.356735;73.98268;12215;6179;6036
La Rioja;La Rioja;Arnedo;42.22784;-2.100014;529.8414;14457;7256;7201
La Rioja;La Rioja;Calahorra;42.30372;-1.965034;350.8057;24787;12329;12458
La Rioja;La Rioja;Haro;42.57721;-2.846298;478.9891;12261;6498;5763
La Rioja;La Rioja;Logroño;42.46577;-2.449995;396.4728;152107;73813;78294
Madrid;Madrid;Alcalá de Henares;40.48166;-3.364136;593.7416;204574;102436;102138
Madrid;Madrid;Alcobendas;40.54754;-3.642091;694.4304;109104;53141;55963
Madrid;Madrid;Alcorcón;40.34912;-3.828811;717.5549;167967;82705;85262
Madrid;Madrid;Algete;40.59642;-3.497902;712.8972;20204;10096;10108
Madrid;Madrid;Alpedrete;40.65875;-4.023713;916.7029;12797;6384;6413
Madrid;Madrid;Aranjuez;40.03209;-3.603288;502.3892;54055;26606;27449
Madrid;Madrid;Arganda del Rey;40.30095;-3.43808;626.9236;51489;26585;24904
Madrid;Madrid;Arroyomolinos;40.26884;-3.920291;597.4142;13835;7074;6761
Madrid;Madrid;Boadilla del Monte;40.40525;-3.876992;673.7737;43414;21305;22109
Madrid;Madrid;Ciempozuelos;40.15934;-3.6184;580.2641;22132;11240;10892
Madrid;Madrid;Collado Villalba;40.62725;-4.008587;875.7213;55027;27233;27794
Madrid;Madrid;Colmenar Viejo;40.65895;-3.766043;880.6345;43700;21769;21931
Madrid;Madrid;Coslada;40.42594;-3.565464;628.7247;90280;45394;44886
Madrid;Madrid;Escorial (El);40.58508;-4.12952;915.7729;14979;7368;7611
Madrid;Madrid;Fuenlabrada;40.28387;-3.800329;679.0076;197836;99797;98039
Madrid;Madrid;Galapagar;40.57736;-4.00357;884.4304;31820;15936;15884
Madrid;Madrid;Getafe;40.30498;-3.732677;632.1449;167164;82971;84193
Madrid;Madrid;Guadarrama;40.67348;-4.090732;965.5875;14800;7302;7498
Madrid;Madrid;Humanes de Madrid;40.24954;-3.827206;675.6912;18098;9296;8802
Madrid;Madrid;Leganés;40.32642;-3.758988;658.15;186066;92158;93908
Madrid;Madrid;Madrid;40.41669;-3.700346;653.0047;3255944;1532079;1723865
Madrid;Madrid;Majadahonda;40.47283;-3.872304;743.4514;68110;32520;35590
Madrid;Madrid;Meco;40.5542;-3.328439;670.2038;12419;6370;6049
Madrid;Madrid;Mejorada del Campo;40.39701;-3.487864;580.1962;22488;11303;11185
Madrid;Madrid;Moralzarzal;40.68117;-3.97335;982.0547;11582;5815;5767
Madrid;Madrid;Móstoles;40.32277;-3.865741;665.2133;206478;102781;103697
Madrid;Madrid;Navalcarnero;40.28781;-4.013766;672.8241;21584;10832;10752
Madrid;Madrid;Paracuellos de Jarama;40.50481;-3.53227;692.0413;14329;7340;6989
Madrid;Madrid;Parla;40.23754;-3.772741;651.0903;115611;59359;56252
Madrid;Madrid;Pinto;40.24454;-3.696013;609.3594;43501;21865;21636
Madrid;Madrid;Pozuelo de Alarcón;40.4352;-3.813062;697.1177;82428;39587;42841
Madrid;Madrid;Rivas-Vaciamadrid;40.3297;-3.516941;560.5495;68405;34291;34114
Madrid;Madrid;Rozas de Madrid (Las);40.31007;-4.490765;876.1035;86340;41917;44423
Madrid;Madrid;San Agustín del Guadalix;40.67867;-3.615861;667.7155;11133;5562;5571
Madrid;Madrid;San Fernando de Henares;40.42553;-3.536694;591.3853;40981;20484;20497
Madrid;Madrid;San Lorenzo de El Escorial;40.59167;-4.149123;1052.468;17889;8568;9321
Madrid;Madrid;San Martín de la Vega;40.2078;-3.568544;517.0689;18256;9526;8730
Madrid;Madrid;San Sebastián de los Reyes;40.54751;-3.626394;681.644;75912;37284;38628
Madrid;Madrid;Torrejón de Ardoz;40.4589;-3.479771;591.0876;118162;59640;58522
Madrid;Madrid;Torrelodones;40.57628;-3.929452;847.145;21781;10603;11178
Madrid;Madrid;Tres Cantos;40.59907;-3.712258;744.3729;41064;20018;21046
Madrid;Madrid;Valdemorillo;40.50208;-4.065841;820.9337;11045;5713;5332
Madrid;Madrid;Valdemoro;40.19269;-3.679874;612.726;62750;31546;31204
Madrid;Madrid;Velilla de San Antonio;40.36703;-3.488029;555.8903;11553;5901;5652
Madrid;Madrid;Villanueva de la Cañada;40.44681;-4.005355;655.8425;16804;8152;8652
Madrid;Madrid;Villanueva del Pardillo;40.49063;-3.964322;653.1323;15087;7403;7684
Madrid;Madrid;Villaviciosa de Odón;40.3571;-3.90059;647.7311;26475;12917;13558
Murcia;Murcia;Abarán;38.20514;-1.397181;200.7275;12991;6536;6455
Murcia;Murcia;Águilas;37.4038;-1.581161;8.231929;34533;17426;17107
Murcia;Murcia;Alcantarilla;37.97068;-1.218209;73.48013;41084;20484;20600
Murcia;Murcia;Alcázares (Los);37.74362;-0.8498135;2.761286;15619;8094;7525
Murcia;Murcia;Alhama de Murcia;37.85101;-1.424666;201.4063;19860;10152;9708
Murcia;Murcia;Archena;38.11435;-1.297061;105.1455;18202;9438;8764
Murcia;Murcia;Beniel;38.04591;-1.001894;31.7415;10933;5662;5271
Murcia;Murcia;Bullas;38.04808;-1.670956;647.6263;12493;6361;6132
Murcia;Murcia;Calasparra;38.22923;-1.701833;356.5284;10759;5456;5303
Murcia;Murcia;Caravaca de la Cruz;38.10899;-1.866033;636.1376;26415;13280;13135
Murcia;Murcia;Cartagena;37.60565;-0.9912944;11.15692;211996;106755;105241
Murcia;Murcia;Cehegín;38.09269;-1.798522;540.0687;16235;8216;8019
Murcia;Murcia;Ceutí;38.07917;-1.272099;93.69875;10174;5179;4995
Murcia;Murcia;Cieza;38.23907;-1.418767;189.8739;35200;17666;17534
Murcia;Murcia;Fuente Álamo de Murcia;37.72334;-1.166995;131.1901;14876;7861;7015
Murcia;Murcia;Jumilla;38.47595;-1.322032;502.642;25685;13367;12318
Murcia;Murcia;Lorca;37.67131;-1.698792;336.2687;91906;47784;44122
Murcia;Murcia;Mazarrón;37.59907;-1.313669;65.57575;35221;18579;16642
Murcia;Murcia;Molina de Segura;38.05092;-1.210992;94.52602;64065;32194;31871
Murcia;Murcia;Mula;38.04056;-1.486329;295.3519;16941;8726;8215
Murcia;Murcia;Murcia;37.98344;-1.12989;51.07087;436870;216744;220126
Murcia;Murcia;Puerto Lumbreras;37.56221;-1.810215;470.1874;13947;7008;6939
Murcia;Murcia;San Javier;37.80569;-0.8345491;26.81056;31432;16114;15318
Murcia;Murcia;San Pedro del Pinatar;37.83504;-0.7915859;16.43622;23738;12053;11685
Murcia;Murcia;Santomera;38.05997;-1.047485;39.86995;15319;7778;7541
Murcia;Murcia;Torre-Pacheco;37.74428;-0.9536195;41.09187;31495;16592;14903
Murcia;Murcia;Torres de Cotillas (Las);38.02786;-1.240312;86.27866;21062;10892;10170
Murcia;Murcia;Totana;37.77124;-1.501004;259.0672;29211;15059;14152
Murcia;Murcia;Unión (La);37.61675;-0.8800824;112.227;17737;8906;8831
Murcia;Murcia;Yecla;38.61524;-1.118017;604.7735;35025;17668;17357
Navarra;Navarra;Ansoáin;42.83389;-1.638431;429.1146;10500;5288;5212
Navarra;Navarra;Barañain;42.80492;-1.685519;436.32;22110;10930;11180
Navarra;Navarra;Burlada/Burlata;42.826;-1.615548;436.4857;18595;9185;9410
Navarra;Navarra;Egüés;42.82426;-1.552572;503.538;10787;5437;5350
Navarra;Navarra;Estella/Lizarra;42.67093;-2.031197;428.2558;14238;6959;7279
Navarra;Navarra;Pamplona/Iruña;42.81721;-1.646767;458.1406;198491;95145;103346
Navarra;Navarra;Tafalla;42.53033;-1.674269;433.6423;11394;5669;5725
Navarra;Navarra;Tudela;42.06388;-1.605718;268.958;34717;17311;17406
Navarra;Navarra;Villava/Atarrabia;42.83096;-1.608811;434.213;10642;5305;5337
Navarra;Navarra;Zizur Mayor/Zizur Nagusia;42.7868;-1.690832;441.8872;13345;6616;6729
País Vasco;Álava;Amurrio;43.05265;-3.001022;219.691;10089;5069;5020
País Vasco;Álava;Laudio/Llodio;43.14333;-2.962985;127.9116;18314;9058;9256
País Vasco;Álava;Vitoria-Gasteiz;42.84641;-2.667893;534.3582;235661;116278;119383
País Vasco;Guipúzcoa;Andoain;43.22048;-2.021122;73.38616;14679;7363;7316
País Vasco;Guipúzcoa;Arrasate/Mondragón;43.06451;-2.487716;211.2374;22064;10952;11112
País Vasco;Guipúzcoa;Azkoitia;43.1782;-2.31164;114.0646;11266;5683;5583
País Vasco;Guipúzcoa;Azpeitia;43.1839;-2.265466;85.31001;14375;7255;7120
País Vasco;Guipúzcoa;Beasain;43.04708;-2.204605;157.5788;13557;6888;6669
País Vasco;Guipúzcoa;Bergara;43.11822;-2.413358;157.6092;14707;7329;7378
País Vasco;Guipúzcoa;Donostia-San Sebastián;43.32074;-1.984421;6.746843;185357;86935;98422
País Vasco;Guipúzcoa;Eibar;43.18418;-2.473289;130.9591;27419;13337;14082
País Vasco;Guipúzcoa;Elgoibar;43.21519;-2.415703;50.11758;11220;5640;5580
País Vasco;Guipúzcoa;Errenteria;43.31275;-1.899633;10.49794;38767;19009;19758
País Vasco;Guipúzcoa;Hernani;43.26755;-1.975814;35.97763;19289;9527;9762
País Vasco;Guipúzcoa;Hondarribia;43.36253;-1.791498;16.01497;16458;8257;8201
País Vasco;Guipúzcoa;Irun;43.33823;-1.789272;25.16919;60951;29878;31073
País Vasco;Guipúzcoa;Lasarte-Oria;43.26746;-2.020169;19.10768;17782;8805;8977
País Vasco;Guipúzcoa;Oñati;43.03289;-2.411348;246.6335;10896;5403;5493
País Vasco;Guipúzcoa;Pasaia;43.32528;-1.921111;0;15990;7705;8285
País Vasco;Guipúzcoa;Tolosa;43.13698;-2.073914;80.21484;18044;8709;9335
País Vasco;Guipúzcoa;Zarautz;43.28036;-2.171588;4.358158;22627;11122;11505
País Vasco;Guipúzcoa;Zumarraga;43.09048;-2.31322;356.2693;10104;5015;5089
País Vasco;Vizcaya;Amorebieta-Etxano;43.2205;-2.733236;74.85185;17842;8793;9049
País Vasco;Vizcaya;Arrigorriaga;43.20752;-2.887839;59.69678;12435;6142;6293
País Vasco;Vizcaya;Barakaldo;43.29683;-2.985259;32.29025;98460;47812;50648
País Vasco;Vizcaya;Basauri;43.23333;-2.883333;46.02919;42657;20873;21784
País Vasco;Vizcaya;Bermeo;43.42042;-2.722158;25.29399;16937;8324;8613
País Vasco;Vizcaya;Bilbao;43.25696;-2.923441;17.88842;354860;168019;186841
País Vasco;Vizcaya;Durango;43.16907;-2.632655;119.8463;28229;13878;14351
País Vasco;Vizcaya;Erandio;43.30746;-2.946418;7.186315;24262;11911;12351
País Vasco;Vizcaya;Ermua;43.18664;-2.502607;176.2473;16252;8210;8042
País Vasco;Vizcaya;Galdakao;43.23056;-2.845833;50.10822;29226;14468;14758
País Vasco;Vizcaya;Gernika-Lumo;43.31707;-2.678975;11.34349;16244;7898;8346
País Vasco;Vizcaya;Getxo;43.36229;-3.012567;47.59218;80770;38094;42676
País Vasco;Vizcaya;Leioa;43.3261;-2.987704;15.54233;30079;14706;15373
País Vasco;Vizcaya;Mungia;43.35441;-2.846714;30.57701;16209;7924;8285
País Vasco;Vizcaya;Portugalete;43.32066;-3.020252;43.67228;48105;23193;24912
País Vasco;Vizcaya;Santurtzi;43.32871;-3.031772;10.96747;46978;22890;24088
País Vasco;Vizcaya;Sestao;43.30964;-3.00694;64.24418;29476;14300;15176
País Vasco;Vizcaya;Sopelana;43.37892;-2.983002;49.00807;12359;6096;6263
País Vasco;Vizcaya;Valle de Trápaga-Trapagaran;43.30311;-3.035548;24.57367;12353;6055;6298
Valencia;Alicante/Alacant;Albatera;38.1806;-0.8696246;21.50101;11745;6079;5666
Valencia;Alicante/Alacant;Alcoy/Alcoi;38.69763;-0.4730959;578.9285;61552;29854;31698
Valencia;Alicante/Alacant;Alfàs del Pi (l');38.58055;-0.1032094;96.30521;21011;10498;10513
Valencia;Alicante/Alacant;Alicante/Alacant;38.3452;-0.481006;16.63256;334757;162853;171904
Valencia;Alicante/Alacant;Almoradí;38.10963;-0.7920032;17.38357;19147;9772;9375
Valencia;Alicante/Alacant;Altea;38.60032;-0.0491708;21.23566;23780;11884;11896
Valencia;Alicante/Alacant;Aspe;38.34857;-0.7694142;230.3877;20180;10190;9990
Valencia;Alicante/Alacant;Benidorm;38.53704;-0.1290771;21.19977;71034;35796;35238
Valencia;Alicante/Alacant;Benissa;38.71623;0.0533722;253.765;13221;6668;6553
Valencia;Alicante/Alacant;Callosa de Segura;38.12413;-0.8784829;22.56134;17924;9090;8834
Valencia;Alicante/Alacant;Calpe/Calp;38.64483;0.0454063;53.52462;29666;15177;14489
Valencia;Alicante/Alacant;Campello (el);38.42892;-0.3978871;25.46509;26511;13199;13312
Valencia;Alicante/Alacant;Castalla;38.59519;-0.6722506;685.3792;10327;5208;5119
Valencia;Alicante/Alacant;Cocentaina;38.74228;-0.4384323;446.2317;11467;5739;5728
Valencia;Alicante/Alacant;Crevillent;38.24703;-0.803492;120.1649;28609;14647;13962
Valencia;Alicante/Alacant;Dénia;38.84043;0.1085751;11.78009;44464;22105;22359
Valencia;Alicante/Alacant;Elche/Elx;38.2655;-0.6984587;89.97423;230112;115289;114823
Valencia;Alicante/Alacant;Elda;38.47803;-0.7904639;413.189;55168;27101;28067
Valencia;Alicante/Alacant;Guardamar del Segura;38.08615;-0.651254;26.48124;16329;8241;8088
Valencia;Alicante/Alacant;Ibi;38.62551;-0.5713521;753.7646;24113;12134;11979
Valencia;Alicante/Alacant;Jávea/Xàbia;38.79546;0.1166293;95.74202;31593;15844;15749
Valencia;Alicante/Alacant;Monóvar/Monòver;38.43725;-0.8294068;376.5502;13060;6504;6556
Valencia;Alicante/Alacant;Mutxamel;38.41235;-0.4432408;65.50282;22510;11290;11220
Valencia;Alicante/Alacant;Novelda;38.3853;-0.7653857;247.5291;27135;13553;13582
Valencia;Alicante/Alacant;Nucia (la);38.61438;-0.1257095;235.7798;17874;9100;8774
Valencia;Alicante/Alacant;Orihuela;38.08395;-0.9447829;36.18137;86164;43368;42796
Valencia;Alicante/Alacant;Pego;38.84324;-0.1175528;83.52785;11133;5683;5450
Valencia;Alicante/Alacant;Petrer;38.47744;-0.7742523;437.8267;34523;17231;17292
Valencia;Alicante/Alacant;Pilar de la Horadada;37.86538;-0.7925081;32.33976;22050;11450;10600
Valencia;Alicante/Alacant;Rojales;38.08833;-0.7242546;13.9656;20510;10482;10028
Valencia;Alicante/Alacant;San Fulgencio;38.11422;-0.7179557;7.573623;12030;6108;5922
Valencia;Alicante/Alacant;San Vicente del Raspeig/Sant;38.39609;-0.5249284;113.718;53126;26404;26722
Valencia;Alicante/Alacant;Sant Joan d'Alacant;38.39817;-0.4345329;41.32392;21939;10703;11236
Valencia;Alicante/Alacant;Santa Pola;38.1923;-0.5552066;10;31760;16115;15645
Valencia;Alicante/Alacant;Sax;38.53757;-0.8180652;480.8817;10054;5100;4954
Valencia;Alicante/Alacant;Teulada;38.72881;0.1035751;181.3972;14620;7437;7183
Valencia;Alicante/Alacant;Torrevieja;37.97747;-0.6832271;15.69942;101792;51781;50011
Valencia;Alicante/Alacant;Villajoyosa/Vila Joiosa (la);38.50775;-0.2326134;43.88388;33797;16940;16857
Valencia;Alicante/Alacant;Villena;38.63634;-0.8661389;522.7245;35222;17559;17663
Valencia;Castellón/Castelló;Alcora (l');40.07278;-0.2130235;274.3336;11150;5683;5467
Valencia;Castellón/Castelló;Almazora/Almassora;39.94497;-0.0633176;37.78706;24963;12645;12318
Valencia;Castellón/Castelló;Benicarló;40.4187;0.4231017;17.99488;26655;13507;13148
Valencia;Castellón/Castelló;Benicasim/Benicàssim;40.05554;0.0656074;16.66872;18098;9132;8966
Valencia;Castellón/Castelló;Borriana/Burriana;39.88987;-0.0836936;20.2599;34565;17406;17159
Valencia;Castellón/Castelló;Castellón de la Plana/Castelló;39.98598;-0.0376709;36;180005;88979;91026
Valencia;Castellón/Castelló;Nules;39.85245;-0.1586306;18;13490;6756;6734
Valencia;Castellón/Castelló;Onda;39.9653;-0.2626455;192.7921;25691;13149;12542
Valencia;Castellón/Castelló;Oropesa del Mar/Orpesa;40.09225;0.1339877;28.01426;11188;6142;5046
Valencia;Castellón/Castelló;Vall d'Uixó (la);39.82333;-0.2325619;120.3759;32924;16365;16559
Valencia;Castellón/Castelló;Vila-real;39.93835;-0.1018287;46.86089;51205;25771;25434
Valencia;Castellón/Castelló;Vinaròs;40.471;0.4747435;12.0655;28273;14145;14128
